小区名,户型,楼型,地址,热度,tag1,tag2,tag3,priceInfo
['满五年唯一 双气 电梯房 观景房'],['保利大明湖 '],[' | 3室2厅 | 99.89平米 | 南 北 | 精装 | 有电梯'],['高楼层(共11层)2011年建板楼  -  '],['大明湖站'],['9人关注 / 共1次带看 / 31天以前发布'],['VR房源'],['房本满五年'],[],"['280', '单价28031元/平米']"
['金泉小区 两居室 南北通透 有装修 泺口单位宿舍'],['金泉小区 '],[' | 2室2厅 | 86.58平米 | 南 北 | 简装 | 无电梯'],['低楼层(共6层)2002年建板楼  -  '],['泺口'],['0人关注 / 共0次带看 / 29天以前发布'],['VR房源'],['房本满五年'],[],"['140', '单价16171元/平米']"
['鑫诚苑 大三居 简单装修 采光好，视野好 交通便利'],['鑫诚苑 '],[' | 3室2厅 | 113.17平米 | 南 北 | 简装'],['高楼层(共7层)暂无数据  -  '],['化纤厂路'],['4人关注 / 共0次带看 / 28天以前发布'],['VR房源'],['房本满五年'],[],"['200', '单价17673元/平米']"
['南北通透 封闭式小区 精装修 双气 楼层好'],['金牛王府庄园 '],[' | 2室2厅 | 106.02平米 | 南 北 | 精装 | 无电梯'],['中楼层(共6层)2002年建板楼  -  '],['标山'],['0人关注 / 共0次带看 / 26天以前发布'],['VR房源'],['房本满五年'],[],"['212', '单价19997元/平米']"
['南辛苑  三室两厅  成熟社区  和谐商圈  免双税'],['南辛苑 '],[' | 3室2厅 | 148.94平米 | 南 北 | 精装 | 有电梯'],['高楼层(共17层)2006年建板楼  -  '],['南辛庄'],['1人关注 / 共0次带看 / 24天以前发布'],['VR房源'],['房本满五年'],[],"['249', '单价16719元/平米']"
['重汽滑车场宿舍  双气 三室 中间楼层'],['无影山路9号院 '],[' | 3室2厅 | 91.87平米 | 南 北 | 简装 | 无电梯'],['中楼层(共6层)1996年建板楼  -  '],['无影山'],['0人关注 / 共0次带看 / 21天以前发布'],['VR房源'],['房本满五年'],[],"['160', '单价17416元/平米']"
['绿地国际花都 两居室南向 证过两年  采光充足'],['绿地国际花都 '],[' | 2室2厅 | 84.52平米 | 南 | 毛坯 | 有电梯'],['高楼层(共30层)2012年建板楼  -  '],['腊山'],['1人关注 / 共1次带看 / 9天以前发布'],['VR房源'],[],['随时看房'],"['125', '单价14790元/平米']"
['环山路国旅宿舍 中间层 南北通透有地下室 大院停车'],['环山路46到136号 '],[' | 2室2厅 | 87.8平米 | 南 北 | 简装 | 无电梯'],['中楼层(共5层)1995年建板楼  -  '],['环山'],['3人关注 / 共2次带看 / 8天以前发布'],['VR房源'],[],['随时看房'],"['235', '单价26766元/平米']"
['老屯铁路小区，单位宿舍，带天然气+暖气，看房方便。'],['老屯铁路小区 '],[' | 2室1厅 | 66.86平米 | 南 北 | 其他 | 无电梯'],['低楼层(共6层)1998年建板楼  -  '],['匡山区'],['0人关注 / 共0次带看 / 5天以前发布'],['VR房源'],['房本满五年'],['随时看房'],"['100', '单价14957元/平米']"
['舜耕路沿线  有车位地下室 双气  看房方便'],['瑞驰舜耕上城 '],[' | 3室2厅 | 148.47平米 | 南 北 | 简装 | 有电梯'],['低楼层(共18层)2011年建板楼  -  '],['玉函'],['11人关注 / 共0次带看 / 一年前发布'],['VR房源'],['房本满五年'],['随时看房'],"['340', '单价22901元/平米']"
['二环东路5557号 3室2厅 370万'],['二环东路5557号 '],[' | 3室2厅 | 151.7平米 | 南 北 | 简装 | 无电梯'],['中楼层(共7层)2008年建板楼  -  '],['甸柳'],['2人关注 / 共0次带看 / 29天以前发布'],['VR房源'],[],[],"['370', '单价24391元/平米']"
